,jobtitle,company,city,state,country,language,formattedLocation,source,advertiserId,date,snippet,url,onmousedown,jobkey,sponsored,expired,indeedApply,formattedLocationFull,formattedRelativeTime,stations,refNum
39,Business Intelligence Developer III,United Health Services,Binghamton,NY,US,en,"Binghamton, NY",United Health Services,,"Tue, 04 Oct 2022 02:38:42 GMT","Business Intelligence <b>Developer</b> III, Binghamton, NY. United Health Services is seeking a Business Intelligence <b>Developer</b> III to join our team in Binghamton, NY.",https://www.indeed.com/viewjob?jk=ea6ff8d3c10ace7c&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB1lIJNBFbWLhPP1pets2cU0&indpubnum=448947293830904&atk=1gh76cmrpi3ou800,"indeed_clk(this,'1780');",ea6ff8d3c10ace7c,False,False,False,"Binghamton, NY 13903",30+ days ago,,unitedhealthservices-32004-40151
40,"Senior Software Engineer, Learning & Education",Google,New York,NY,US,en,"New York, NY",Google,,"Wed, 02 Nov 2022 02:17:48 GMT","Review code developed by other <b>developers</b> and provide feedback to ensure best practices (e.g., style guidelines, checking code in, accuracy, testability, and…",https://www.indeed.com/viewjob?jk=f613e69382d51f73&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB1lIJNBFbWLhPP1pets2cU0&indpubnum=448947293830904&atk=1gh76cmrpi3ou800,"indeed_clk(this,'1780');",f613e69382d51f73,False,False,False,"New York, NY",4 days ago,,121046226381480646
41,Senior Developer,Ztek Consulting,New York,NY,US,en,"New York, NY",Ztek Consulting,,"Thu, 27 Oct 2022 10:36:38 GMT","[New York, 10124], New York - United States | Posted - 26/07/22. Hands-on technical experience delivering Mainframe solutions using technologies including Cobol…",https://www.indeed.com/viewjob?jk=2e0521e4ad0f9c3f&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB1lIJNBFbWLhPP1pets2cU0&indpubnum=448947293830904&atk=1gh76cmrpi3ou800,"indeed_clk(this,'1780');",2e0521e4ad0f9c3f,False,False,False,"New York, NY 10124",10 days ago,,da740a2d739707c310f3762453b41359
42,Android Developer,The Powerline Group,Port Jefferson Station,NY,US,en,"Port Jefferson Station, NY",The Powerline Group,,"Thu, 20 Jun 2019 09:34:32 GMT",Be part of a friendly internal team of <b>developers</b> and marketers. The Powerline Group is a dynamic and fast-growing company based on Long Island.,https://www.indeed.com/viewjob?jk=df90651fe7ed6792&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB1lIJNBFbWLhPP1pets2cU0&indpubnum=448947293830904&atk=1gh76cmrpi3ou800,"indeed_clk(this,'1780');",df90651fe7ed6792,False,False,False,"Port Jefferson Station, NY 11776",3 years ago,,526
43,Backend Engineer,Ntropy Network,New York,NY,US,en,"New York, NY",Ntropy Network,,"Wed, 26 Oct 2022 13:09:28 GMT","Enabling scalable access to data will unlock enormous value for both individual <b>developers</b> and companies. Over the last few decades, technological innovation…",https://www.indeed.com/viewjob?jk=b15834834bcc2a78&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB1lIJNBFbWLhPP1pets2cU0&indpubnum=448947293830904&atk=1gh76cmrpi3ou800,"indeed_clk(this,'1780');",b15834834bcc2a78,False,False,False,"New York, NY",11 days ago,,5a587b64-7f97-4d75-be47-acf6394ed936
44,Developer Advocate,"Twitch Interactive, Inc.",New York,NY,US,en,"New York, NY",Amazon.com,,"Fri, 14 Oct 2022 21:52:44 GMT","Experience working directly with third-party <b>developers</b> and products in a similar customer-facing role (e.g. <b>developer</b> advocate, <b>developer</b> evangelist, partner…",https://www.indeed.com/viewjob?jk=b5c6bdde616f6b82&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB1lIJNBFbWLhPP1pets2cU0&indpubnum=448947293830904&atk=1gh76cmrpi3ou800,"indeed_clk(this,'1780');",b5c6bdde616f6b82,False,False,False,"New York, NY 10011",22 days ago,,2275774
45,Sr. iOS Developer,Fox Corporation,New York,NY,US,en,"New York, NY",Fox Corporation,,"Sat, 05 Nov 2022 01:27:46 GMT","We're looking for someone who is excited to solve challenging technical problems, provide direction to other <b>developers</b>, maintain good communication with…",https://www.indeed.com/viewjob?jk=d3cd241127f5b3cf&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB1lIJNBFbWLhPP1pets2cU0&indpubnum=448947293830904&atk=1gh76cmrpi3ou800,"indeed_clk(this,'1780');",d3cd241127f5b3cf,False,False,False,"New York, NY",1 day ago,,R50020646
46,Front End Developer,FasTraxPOS,Rock Hill,NY,US,en,"Rock Hill, NY",FasTraxPOS,,"Fri, 21 Oct 2022 07:28:27 GMT","FasTrax Solutions is looking for a front end <b>developer</b> to join their team in their Rock Hill, NY location. Aside from collaborating with other team members, you…",https://www.indeed.com/viewjob?jk=e29064bb70943144&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB1lIJNBFbWLhPP1pets2cU0&indpubnum=448947293830904&atk=1gh76cmrpi3ou800,"indeed_clk(this,'1780');",e29064bb70943144,False,False,False,"Rock Hill, NY 12775",16 days ago,,collapse13
47,Full Stack Developer - 4505753,Accenture,New York,NY,US,en,"New York, NY",Accenture,,"Fri, 04 Nov 2022 01:15:50 GMT",Communicate and work closely with client-side stakeholders and <b>developers</b>. Accenture Flex offers you the flexibility of local fixed duration project-based work…,https://www.indeed.com/viewjob?jk=c668b4ab24a6b9d9&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB1lIJNBFbWLhPP1pets2cU0&indpubnum=448947293830904&atk=1gh76cmrpi3ou800,"indeed_clk(this,'1780');",c668b4ab24a6b9d9,False,False,False,"New York, NY",2 days ago,,10689715W
48,"Software Dev Engineer I, OCM",Amazon.com Services LLC,New York,NY,US,en,"New York, NY",Amazon.com,,"Wed, 05 Oct 2022 21:52:30 GMT",Programming experience with at least one software programming language. 1+ years of experience in software development. Experience with Amazon Web Services.,https://www.indeed.com/viewjob?jk=15a836346ad61418&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB1lIJNBFbWLhPP1pets2cU0&indpubnum=448947293830904&atk=1gh76cmrpi3ou800,"indeed_clk(this,'1780');",15a836346ad61418,False,False,False,"New York, NY",30+ days ago,,2265395
49,Early Career Onsite Java Web Developer,CACI,Rome,NY,US,en,"Rome, NY",CACI,,"Mon, 31 Oct 2022 22:29:20 GMT","As a Java web application <b>developer</b>, you will: Three to five years of professional experience as a software <b>developer</b>. Early Career Onsite Java Web <b>Developer</b>.",https://www.indeed.com/viewjob?jk=2ceb796fdd4e3105&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB1lIJNBFbWLhPP1pets2cU0&indpubnum=448947293830904&atk=1gh76cmrpi3ou800,"indeed_clk(this,'1780');",2ceb796fdd4e3105,False,False,False,"Rome, NY 13440",5 days ago,,CACIGLOBAL273490EXTERNALENGLOBAL
50,Frontend Software Engineer (CONTRACT) REMOTE,Broadridge,Edgewood,NY,US,en,"Edgewood, NY",Broadridge,,"Mon, 24 Oct 2022 23:13:36 GMT","Main responsibility of this role will be to write clean code, data de. Travel is limited and generally used for team learning and collaboration meetings.",https://www.indeed.com/viewjob?jk=b8353fc12c36740c&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB6rQDPFVdpPRMw8wBLGI1xI&indpubnum=448947293830904&atk=1gh76cn3oi3ou800,"indeed_clk(this,'2037');",b8353fc12c36740c,False,False,False,"Edgewood, NY",12 days ago,,JR1050811
51,Software Engineer II,Sirius XM,New York,NY,US,en,"New York, NY",Sirius XM,,"Tue, 01 Nov 2022 08:47:54 GMT","DevEx is part of the wider Platform Engineering org, which is responsible for defining and implementing the overall company-wide cloud strategy and providing an…",https://www.indeed.com/viewjob?jk=3529d5d7c5101690&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB6rQDPFVdpPRMw8wBLGI1xI&indpubnum=448947293830904&atk=1gh76cn3oi3ou800,"indeed_clk(this,'2037');",3529d5d7c5101690,False,False,False,"New York, NY 10019",5 days ago,,0de15838-8582-4511-80f8-ff8af7eaaf86-1
52,Software / Web Developer,Source Enterprises,New York,NY,US,en,"New York, NY",Source Enterprises,,"Tue, 04 Jun 2019 17:17:55 GMT","Not only will you learn skills that will last you a lifetime, but you will develop relationships and training that could set you up for a full- time job at…",https://www.indeed.com/viewjob?jk=fd29085915c0e9f9&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB6rQDPFVdpPRMw8wBLGI1xI&indpubnum=448947293830904&atk=1gh76cn3oi3ou800,"indeed_clk(this,'2037');",fd29085915c0e9f9,False,False,False,"New York, NY 10036",3 years ago,,software-developer
53,Go Backend Developer,"Zoom Video Communications, Inc.",New York,NY,US,en,"New York, NY","Zoom Video Communications, Inc.",,"Tue, 11 Oct 2022 21:05:56 GMT",REMOTE / SECURITY ENGINEERING / FULL-TIME. We bring the highest level of security E2EE capabilities to various aspects of the Zoom platform.,https://www.indeed.com/viewjob?jk=dab624b316b1ff2b&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB6rQDPFVdpPRMw8wBLGI1xI&indpubnum=448947293830904&atk=1gh76cn3oi3ou800,"indeed_clk(this,'2037');",dab624b316b1ff2b,False,False,False,"New York, NY",25 days ago,,R10833-1
54,C++ Developer,TP ICAP,New York,NY,US,en,"New York, NY",TP ICAP,27725031.0,"Wed, 26 Oct 2022 00:56:20 GMT",Develop architectural and functional production functionality and automatic test scripting to maintain business-level components for a large-scale distributed…,https://www.indeed.com/viewjob?jk=f10a2c156859e505&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB6rQDPFVdpPRMw8wBLGI1xI&indpubnum=448947293830904&atk=1gh76cn3oi3ou800,"indeed_clk(this,'2037');",f10a2c156859e505,False,False,False,"New York, NY 10018",11 days ago,,R540-1
55,Web Developer,"Jefferies & Company, Inc.",New York,NY,US,en,"New York, NY","Jefferies & Company, Inc.",,"Fri, 16 Sep 2022 01:14:46 GMT",Well-rounded individual capable of contributing to all aspects of the life cycle of a development project from analysis and design through daily production…,https://www.indeed.com/viewjob?jk=50302e62f151e169&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB6rQDPFVdpPRMw8wBLGI1xI&indpubnum=448947293830904&atk=1gh76cn3oi3ou800,"indeed_clk(this,'2037');",50302e62f151e169,False,False,False,"New York, NY 10162",30+ days ago,,220001WR
56,Software Engineering,"JPMorgan Chase Bank, N.A.",New York,NY,US,en,"New York, NY",JPMorgan Chase,,"Tue, 11 Oct 2022 04:03:01 GMT","As an experienced member (VP) of our Software Engineering team, you will be required to apply your depth of knowledge and expertise to all aspects of the…",https://www.indeed.com/viewjob?jk=fdd66bc61de2253a&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB6rQDPFVdpPRMw8wBLGI1xI&indpubnum=448947293830904&atk=1gh76cn3oi3ou800,"indeed_clk(this,'2037');",fdd66bc61de2253a,False,False,False,"New York, NY",26 days ago,,277713876
57,Software Engineer,Motorola Solutions,,NY,US,en,New York State,Motorola Solutions,,"Tue, 01 Nov 2022 23:01:07 GMT",In extreme moments when a hurricane lands or when a fire breaks out. And in everyday moments when a package arrives just in time for the holiday or when a child…,https://www.indeed.com/viewjob?jk=0fc44b6ac5f7e156&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB6rQDPFVdpPRMw8wBLGI1xI&indpubnum=448947293830904&atk=1gh76cn3oi3ou800,"indeed_clk(this,'2037');",0fc44b6ac5f7e156,False,False,False,New York State,4 days ago,,R33414
58,Sr. Java Developer,Auto TechLabs Inc.,White Plains,NY,US,en,"White Plains, NY",Auto TechLabs Inc.,,"Fri, 21 Oct 2022 00:56:13 GMT","Collaborate with product owners, application users, creative team and other <b>developers</b> to define requirements, design, and develop the web application.",https://www.indeed.com/viewjob?jk=33e503a307569d69&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB6rQDPFVdpPRMw8wBLGI1xI&indpubnum=448947293830904&atk=1gh76cn3oi3ou800,"indeed_clk(this,'2037');",33e503a307569d69,False,False,False,"White Plains, NY 10604",16 days ago,,48767054-14ba-41ff-a4dc-5c3092742f6c-1
59,Front End Developer - Requisition ID 1417865,Ztek Consulting,New York,NY,US,en,"New York, NY",Ztek Consulting,,"Thu, 27 Oct 2022 10:37:25 GMT",Assisting back end <b>developers</b> with troubleshooting site bugs or markup implementation. Act as a subject matter expert in accessibility and help coach other…,https://www.indeed.com/viewjob?jk=d2ca685a30439e63&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB6rQDPFVdpPRMw8wBLGI1xI&indpubnum=448947293830904&atk=1gh76cn3oi3ou800,"indeed_clk(this,'2037');",d2ca685a30439e63,False,False,False,"New York, NY 10001",10 days ago,,4b49091c850af05caf0012344b4a8a58
60,Python Developer Jr.,Brown Brothers Harriman,New York,NY,US,en,"New York, NY",Brown Brothers Harriman,,"Tue, 13 Sep 2022 01:03:45 GMT","We are looking for the type of person who speaks their mind, truly listens and steps outside their role to add value wherever they can.",https://www.indeed.com/viewjob?jk=8f772c959ca5e4fb&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB6rQDPFVdpPRMw8wBLGI1xI&indpubnum=448947293830904&atk=1gh76cn3oi3ou800,"indeed_clk(this,'2037');",8f772c959ca5e4fb,False,False,False,"New York, NY",30+ days ago,,54894
61,"Group Product Manager, Core Developer",Google,New York,NY,US,en,"New York, NY",Google,,"Fri, 04 Nov 2022 20:17:14 GMT","Bachelor's degree or equivalent practical experience. 10 years of experience in product management, consulting, co-founder or related technical role.",https://www.indeed.com/viewjob?jk=366bc949abf77a32&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB6rQDPFVdpPRMw8wBLGI1xI&indpubnum=448947293830904&atk=1gh76cn3oi3ou800,"indeed_clk(this,'2037');",366bc949abf77a32,False,False,False,"New York, NY",1 day ago,,91634678496142022
62,Full-stack Engineer,Ntropy Network,New York,NY,US,en,"New York, NY",Ntropy Network,,"Wed, 26 Oct 2022 13:09:28 GMT","However, the last key component, data, largely remains trapped behind barriers of regulation, privacy, schema standards and competitive risk.",https://www.indeed.com/viewjob?jk=d787196cd94012de&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB6rQDPFVdpPRMw8wBLGI1xI&indpubnum=448947293830904&atk=1gh76cn3oi3ou800,"indeed_clk(this,'2037');",d787196cd94012de,False,False,False,"New York, NY",11 days ago,,88d51a06-826d-416e-a23c-cda585014225
63,"Software Developer (Full-Time, Entry-Level)",Accelerated Information Systems,Hicksville,NY,US,en,"Hicksville, NY",Accelerated Information Systems,,"Tue, 16 Oct 2018 08:39:33 GMT","Qualified applicants must be able to design, code, test, and debug solutions for multiple clients and environments. Handle multiple tasks on daily basis.",https://www.indeed.com/viewjob?jk=52b7239a3a23ef11&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB6rQDPFVdpPRMw8wBLGI1xI&indpubnum=448947293830904&atk=1gh76cn3oi3ou800,"indeed_clk(this,'2037');",52b7239a3a23ef11,False,False,False,"Hicksville, NY 11801",4 years ago,,"SoftwareDeveloper(Full-Time,Entry-Level)&ActiveInactive=Inactive"
64,Software Developer - Software Solutions,Kitware,Clifton Park,NY,US,en,"Clifton Park, NY",Kitware,,"Fri, 02 Sep 2022 20:58:19 GMT","Kitware works in a variety of exciting scientific computing domains including computer vision, scientific visualization, and high-performance computing, medical…",https://www.indeed.com/viewjob?jk=34652175e93d0bf3&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB6rQDPFVdpPRMw8wBLGI1xI&indpubnum=448947293830904&atk=1gh76cn3oi3ou800,"indeed_clk(this,'2037');",34652175e93d0bf3,False,False,False,"Clifton Park, NY",30+ days ago,,f91fa216-bee3-44a8-ba97-797b105020d4
65,Java Back End Developer - Chase,"JPMorgan Chase Bank, N.A.",New York,NY,US,en,"New York, NY",JPMorgan Chase,,"Sun, 09 Oct 2022 07:03:57 GMT","Professional experience working in an agile, dynamic and customer facing environment. At least 5+ years of recent hands-on professional experience (actively…",https://www.indeed.com/viewjob?jk=4884053a3ecade72&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB6rQDPFVdpPRMw8wBLGI1xI&indpubnum=448947293830904&atk=1gh76cn3oi3ou800,"indeed_clk(this,'2037');",4884053a3ecade72,False,False,False,"New York, NY",28 days ago,,277557490
66,2023 Software Engineer Program - Tech Connect,"JPMorgan Chase Bank, N.A.",New York,NY,US,en,"New York, NY",JPMorgan Chase,,"Sun, 09 Oct 2022 04:07:57 GMT",2023 TECH CONNECT PROGRAM FULL-TIME. Tech Connect is an accelerated training program for aspiring software engineers. Cumulative GPA of 3.2 preferred.,https://www.indeed.com/viewjob?jk=12bbfcbec744e973&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB6rQDPFVdpPRMw8wBLGI1xI&indpubnum=448947293830904&atk=1gh76cn3oi3ou800,"indeed_clk(this,'2037');",12bbfcbec744e973,False,False,False,"New York, NY",28 days ago,,277553725
67,Full Stack Engineer (JavaScript),TIDAL,New York,NY,US,en,"New York, NY",TIDAL,,"Wed, 02 Nov 2022 13:17:03 GMT",We always aim to use the newest technology and we make sure to implement our solutions in the best way possible. Retirement Plans including company match.,https://www.indeed.com/viewjob?jk=f5749a8572e66d3b&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB6rQDPFVdpPRMw8wBLGI1xI&indpubnum=448947293830904&atk=1gh76cn3oi3ou800,"indeed_clk(this,'2037');",f5749a8572e66d3b,False,False,False,"New York, NY",4 days ago,,743999861177716
68,Front End Engineer,Amazon.com Services LLC,New York,NY,US,en,"New York, NY",Amazon.com,,"Wed, 02 Nov 2022 07:53:07 GMT",The Amazon Product and Customer Insights team is looking for a scale-focused and customer-obsessed web <b>developer</b>. Knowledge of data structures & algorithms.,https://www.indeed.com/viewjob?jk=f9ee69d8003ffebb&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB6rQDPFVdpPRMw8wBLGI1xI&indpubnum=448947293830904&atk=1gh76cn3oi3ou800,"indeed_clk(this,'2037');",f9ee69d8003ffebb,False,False,False,"New York, NY",4 days ago,,2292415
69,Full Stack Developer,Ezra,New York,NY,US,en,"New York, NY",Ezra,,"Wed, 26 Oct 2022 00:33:36 GMT","As a Full Stack <b>Developer</b>, you will play a key role in developing products that help people to detect cancer early. 3+ years experience with idiomatic Python 3.",https://www.indeed.com/viewjob?jk=20f20f1b6182c744&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB6rQDPFVdpPRMw8wBLGI1xI&indpubnum=448947293830904&atk=1gh76cn3oi3ou800,"indeed_clk(this,'2037');",20f20f1b6182c744,False,False,False,"New York, NY",11 days ago,,f705bc79-94b9-4853-baeb-d180b976ddcd
70,Software Engineer (Front End),Hearst Media Services,New York,NY,US,en,"New York, NY",Hearst Media Services,,"Mon, 31 Oct 2022 13:47:24 GMT","We create, package, and sell products with cutting-edge technology and proprietary platforms. We’re building an open, service-oriented platform driven by APIs,…",https://www.indeed.com/viewjob?jk=7cebb12e88e35048&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB6rQDPFVdpPRMw8wBLGI1xI&indpubnum=448947293830904&atk=1gh76cn3oi3ou800,"indeed_clk(this,'2037');",7cebb12e88e35048,False,False,False,"New York, NY 10019",6 days ago,,2018045
71,"Senior Software Engineer, Full Stack, Google Photos",Google,New York,NY,US,en,"New York, NY",Google,,"Tue, 01 Nov 2022 14:17:57 GMT","Review code developed by other <b>developers</b> and provide feedback to ensure best practices (e.g., style guidelines, checking code in, accuracy, testability, and…",https://www.indeed.com/viewjob?jk=413d034b3474d160&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB6rQDPFVdpPRMw8wBLGI1xI&indpubnum=448947293830904&atk=1gh76cn3oi3ou800,"indeed_clk(this,'2037');",413d034b3474d160,False,False,False,"New York, NY",5 days ago,,111337890895536838
72,Full Stack Developer (Remote - USA),Fevo,New York,NY,US,en,"New York, NY",Fevo,,"Fri, 01 Jul 2022 20:35:56 GMT",We are looking for exceptionally talented Full Stack <b>developers</b> who will become an integral part of the company’s exciting new chapter.,https://www.indeed.com/viewjob?jk=935c542aa760ab08&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB6rQDPFVdpPRMw8wBLGI1xI&indpubnum=448947293830904&atk=1gh76cn3oi3ou800,"indeed_clk(this,'2037');",935c542aa760ab08,False,False,False,"New York, NY",4 months ago,,f5ab89f0-0462-4f6c-8128-7985a48b8ff6
73,Software Engineer (Hybrid),BAE Systems,Rome,NY,US,en,"Rome, NY",BAE Systems,,"Wed, 12 Oct 2022 22:01:45 GMT",There will be opportunities to work in either Java or Javascript (or both if inclined). The GXP Platform is a multi-tiered commercial product that has a…,https://www.indeed.com/viewjob?jk=666138f0bb69fa87&qd=dq_0GghYhi9jngULGgishWK6LDkgbXhup4-ULwcj25E0Bk4z7ucQQ0mEG6Iu62NZpMzUp3lzzKWYb3ps8rmhB6rQDPFVdpPRMw8wBLGI1xI&indpubnum=448947293830904&atk=1gh76cn3oi3ou800,"indeed_clk(this,'2037');",666138f0bb69fa87,False,False,False,"Rome, NY 13441",24 days ago,,BAE1US84950BREXTERNAL
